" Date","W1 Open","W1 Low","W1 High","W1 Close","W1 SMA (50D)","W1 SMA (200D)"
12-04-1996,"385.00 ","377.00 ","387.50 ","378.25 ","402.11 ","484.84 "
12-05-1996,"380.00 ","377.00 ","386.00 ","384.75 ","401.22 ","484.20 "
12-06-1996,"387.00 ","384.00 ","392.00 ","391.00 ","400.41 ","483.58 "
12-09-1996,"389.00 ","387.00 ","393.00 ","390.00 ","399.49 ","482.96 "
12-10-1996,"388.00 ","388.00 ","396.00 ","393.50 ","398.69 ","482.38 "
12-11-1996,"392.25 ","392.25 ","400.00 ","399.00 ","398.21 ","481.86 "
12-12-1996,"400.50 ","398.00 ","407.00 ","404.00 ","397.89 ","481.32 "
12-13-1996,"403.00 ","398.50 ","407.50 ","406.00 ","397.60 ","480.76 "
12-16-1996,"403.00 ","403.00 ","414.00 ","413.75 ","397.42 ","480.25 "
12-17-1996,"406.00 ","402.00 ","409.00 ","404.50 ","396.94 ","479.73 "
12-18-1996,"405.00 ","401.00 ","416.00 ","402.00 ","396.44 ","479.16 "
12-19-1996,"409.00 ","402.00 ","414.00 ","403.00 ","396.02 ","478.64 "
12-20-1996,"400.00 ","392.00 ","400.00 ","393.25 ","395.39 ","478.12 "
12-23-1996,"393.00 ","389.50 ","393.00 ","390.50 ","394.62 ","477.57 "
12-24-1996,"390.50 ","386.50 ","392.50 ","391.75 ","394.01 ","476.99 "
12-25-1996,"393.50 ","393.50 ","393.50 ","393.50 ","393.54 ","475.76 "
12-26-1996,"393.00 ","392.00 ","398.50 ","394.00 ","393.20 ","475.32 "
12-27-1996,"394.00 ","389.00 ","396.00 ","389.50 ","392.89 ","474.86 "
12-30-1996,"388.75 ","381.50 ","389.00 ","382.00 ","392.52 ","474.32 "
12-31-1996,"381.50 ","380.25 ","386.00 ","381.25 ","392.16 ","473.71 "
01-01-1997,"384.00 ","384.00 ","384.00 ","384.00 ","391.87 ","473.13 "
01-02-1997,"381.00 ","381.00 ","391.00 ","389.25 ","391.98 ","472.58 "
01-03-1997,"389.50 ","383.00 ","391.00 ","384.00 ","391.86 ","472.01 "
01-06-1997,"385.50 ","384.25 ","394.50 ","388.50 ","391.99 ","471.39 "
01-07-1997,"388.00 ","387.00 ","393.00 ","392.50 ","392.14 ","470.80 "
01-08-1997,"393.50 ","393.50 ","397.50 ","395.00 ","392.43 ","470.16 "
01-09-1997,"394.00 ","388.00 ","395.00 ","389.25 ","392.79 ","469.49 "
01-10-1997,"389.00 ","385.50 ","399.75 ","387.00 ","393.03 ","468.89 "
01-13-1997,"388.00 ","384.00 ","391.50 ","391.00 ","393.25 ","468.22 "
01-14-1997,"391.00 ","387.00 ","392.00 ","388.00 ","393.64 ","467.51 "
01-15-1997,"388.00 ","386.00 ","391.00 ","390.25 ","394.06 ","466.71 "
01-16-1997,"390.00 ","382.50 ","390.50 ","387.25 ","394.30 ","465.83 "
01-17-1997,"388.25 ","379.25 ","388.25 ","380.50 ","394.33 ","464.82 "
01-20-1997,"378.50 ","375.00 ","385.50 ","377.50 ","394.21 ","463.77 "
01-21-1997,"377.00 ","375.00 ","382.75 ","382.25 ","394.03 ","462.85 "
01-22-1997,"382.00 ","378.50 ","385.00 ","379.25 ","393.60 ","461.89 "
01-23-1997,"379.00 ","374.00 ","379.50 ","375.75 ","393.18 ","460.77 "
01-24-1997,"376.00 ","374.50 ","379.50 ","375.00 ","392.74 ","459.61 "
01-27-1997,"375.50 ","371.00 ","376.00 ","371.50 ","392.29 ","458.32 "
01-28-1997,"372.00 ","371.25 ","374.50 ","373.00 ","391.79 ","456.92 "
01-29-1997,"373.25 ","370.00 ","375.50 ","370.25 ","390.93 ","455.39 "
01-30-1997,"370.00 ","370.00 ","373.50 ","370.25 ","390.17 ","453.76 "
01-31-1997,"370.50 ","357.00 ","370.50 ","359.75 ","389.16 ","451.97 "
02-03-1997,"358.50 ","357.00 ","363.00 ","361.50 ","388.07 ","450.52 "
02-04-1997,"362.50 ","356.50 ","362.50 ","357.75 ","386.97 ","449.11 "
02-05-1997,"357.00 ","356.00 ","362.00 ","361.50 ","386.19 ","447.53 "
02-06-1997,"363.50 ","357.00 ","365.25 ","358.00 ","385.59 ","446.22 "
02-07-1997,"357.75 ","354.50 ","358.00 ","356.00 ","384.79 ","444.89 "
02-10-1997,"358.00 ","352.00 ","360.50 ","352.50 ","383.98 ","443.52 "
02-11-1997,"352.50 ","351.00 ","363.00 ","362.00 ","383.51 ","442.08 "
02-12-1997,"362.00 ","354.00 ","365.50 ","357.25 ","383.10 ","440.55 "
02-13-1997,"357.00 ","356.00 ","363.00 ","359.00 ","382.58 ","439.06 "
02-14-1997,"359.00 ","357.00 ","362.00 ","359.50 ","381.95 ","437.63 "
02-17-1997,"348.00 ","348.00 ","348.00 ","348.00 ","381.11 ","436.10 "
02-18-1997,"361.50 ","361.50 ","370.00 ","364.25 ","380.52 ","434.58 "
02-19-1997,"364.00 ","358.50 ","368.00 ","359.50 ","379.74 ","433.02 "
02-20-1997,"359.50 ","359.00 ","365.00 ","363.75 ","378.93 ","431.49 "
02-21-1997,"366.00 ","361.00 ","375.50 ","373.00 ","378.27 ","429.98 "
02-24-1997,"373.00 ","370.00 ","380.00 ","375.00 ","377.50 ","428.73 "
02-25-1997,"374.00 ","368.00 ","378.00 ","377.00 ","376.94 ","427.63 "
02-26-1997,"377.00 ","370.50 ","378.00 ","370.75 ","376.32 ","426.67 "
02-27-1997,"369.50 ","367.00 ","373.00 ","368.25 ","375.63 ","425.72 "
02-28-1997,"368.00 ","364.00 ","375.50 ","373.00 ","375.22 ","424.78 "
03-03-1997,"373.00 ","370.00 ","379.00 ","373.00 ","374.87 ","423.92 "
03-04-1997,"375.00 ","368.00 ","380.00 ","371.00 ","374.45 ","423.04 "
03-05-1997,"366.50 ","363.00 ","375.00 ","366.50 ","373.92 ","422.24 "
03-06-1997,"365.00 ","365.00 ","375.00 ","373.50 ","373.50 ","421.48 "
03-07-1997,"379.00 ","368.00 ","380.50 ","375.00 ","373.21 ","420.71 "
03-10-1997,"381.00 ","371.50 ","381.00 ","376.50 ","373.11 ","419.99 "
03-11-1997,"371.00 ","370.00 ","381.00 ","381.00 ","373.10 ","419.39 "
03-12-1997,"382.00 ","376.00 ","383.00 ","376.00 ","372.94 ","418.82 "
03-13-1997,"376.00 ","369.00 ","376.00 ","374.00 ","372.63 ","418.22 "
03-14-1997,"377.00 ","377.00 ","384.50 ","383.25 ","372.62 ","417.63 "
03-17-1997,"383.00 ","375.00 ","383.00 ","376.25 ","372.38 ","416.91 "
03-18-1997,"374.00 ","373.00 ","378.50 ","377.00 ","372.06 ","416.25 "
03-19-1997,"378.50 ","377.00 ","379.00 ","378.00 ","371.73 ","415.67 "
03-20-1997,"391.00 ","390.25 ","403.00 ","397.50 ","371.89 ","415.13 "
03-21-1997,"394.50 ","387.00 ","396.00 ","390.00 ","371.95 ","414.60 "
03-24-1997,"390.00 ","385.00 ","390.00 ","386.50 ","371.86 ","414.08 "
03-25-1997,"386.25 ","386.25 ","391.00 ","389.50 ","371.89 ","413.51 "
03-26-1997,"389.50 ","389.25 ","397.50 ","395.50 ","372.00 ","413.02 "
03-27-1997,"396.00 ","396.00 ","402.50 ","401.75 ","372.29 ","412.59 "
03-28-1997,"386.00 ","386.00 ","386.00 ","386.00 ","372.39 ","412.07 "
03-31-1997,"401.50 ","396.00 ","408.00 ","397.50 ","372.80 ","411.56 "
04-01-1997,"397.50 ","392.50 ","407.00 ","393.75 ","373.02 ","411.01 "
04-02-1997,"393.00 ","386.00 ","393.50 ","388.50 ","373.21 ","410.49 "
04-03-1997,"389.00 ","372.00 ","389.00 ","375.00 ","373.19 ","409.98 "
04-04-1997,"375.00 ","368.00 ","378.00 ","371.75 ","373.13 ","409.44 "
04-07-1997,"373.25 ","373.25 ","382.25 ","380.50 ","373.31 ","408.93 "
04-08-1997,"381.75 ","381.00 ","388.00 ","382.00 ","373.49 ","408.48 "
04-09-1997,"384.25 ","381.00 ","388.00 ","385.50 ","373.80 ","408.02 "
04-10-1997,"386.00 ","386.00 ","394.00 ","393.00 ","374.25 ","407.61 "
04-11-1997,"394.00 ","391.00 ","409.50 ","403.00 ","375.12 ","407.28 "
04-14-1997,"411.25 ","411.25 ","423.00 ","423.00 ","376.35 ","407.02 "
04-15-1997,"435.00 ","413.50 ","435.00 ","415.75 ","377.50 ","406.64 "
04-16-1997,"416.00 ","406.00 ","416.25 ","406.75 ","378.41 ","406.22 "
04-17-1997,"408.25 ","404.50 ","426.75 ","425.25 ","379.75 ","405.81 "
04-18-1997,"425.50 ","418.00 ","438.00 ","437.00 ","381.38 ","405.50 "
04-21-1997,"438.50 ","433.50 ","449.00 ","439.50 ","383.12 ","405.24 "
04-22-1997,"440.50 ","431.00 ","447.00 ","441.75 ","384.71 ","405.05 "
04-23-1997,"443.50 ","432.00 ","447.00 ","432.25 ","386.21 ","404.82 "
04-24-1997,"431.75 ","420.00 ","434.00 ","421.50 ","387.46 ","404.51 "
04-25-1997,"421.75 ","420.00 ","427.00 ","423.50 ","388.74 ","404.28 "
04-28-1997,"420.00 ","411.00 ","422.00 ","412.00 ","390.02 ","404.04 "
04-29-1997,"412.00 ","406.50 ","416.00 ","411.00 ","390.95 ","403.83 "
04-30-1997,"412.50 ","412.50 ","424.00 ","423.00 ","392.23 ","403.74 "
05-01-1997,"422.00 ","413.00 ","424.00 ","414.00 ","393.23 ","403.59 "
05-02-1997,"414.50 ","406.00 ","414.50 ","406.25 ","393.89 ","403.45 "
05-05-1997,"407.50 ","404.00 ","410.50 ","405.25 ","394.50 ","403.26 "
05-06-1997,"402.00 ","394.00 ","402.00 ","394.00 ","394.84 ","403.04 "
05-07-1997,"400.00 ","395.00 ","402.00 ","395.00 ","395.32 ","402.81 "
05-08-1997,"395.50 ","393.50 ","402.00 ","400.00 ","395.96 ","402.58 "
05-09-1997,"402.00 ","402.00 ","407.00 ","405.00 ","396.60 ","402.36 "
05-12-1997,"399.50 ","389.00 ","400.00 ","393.00 ","397.00 ","402.11 "
05-13-1997,"389.00 ","385.00 ","390.00 ","388.00 ","397.34 ","401.81 "
05-14-1997,"390.00 ","380.00 ","390.00 ","383.00 ","397.67 ","401.45 "
05-15-1997,"383.50 ","383.00 ","389.00 ","383.00 ","397.86 ","401.07 "
05-16-1997,"386.00 ","383.50 ","393.00 ","387.00 ","398.10 ","400.69 "
05-19-1997,"387.00 ","385.00 ","392.00 ","392.00 ","398.41 ","400.28 "
05-20-1997,"390.00 ","381.00 ","390.00 ","381.00 ","398.41 ","399.88 "
05-21-1997,"381.00 ","379.25 ","384.00 ","382.25 ","398.54 ","399.51 "
05-22-1997,"384.00 ","376.50 ","384.75 ","377.25 ","398.60 ","399.11 "
05-23-1997,"376.50 ","372.00 ","378.00 ","375.00 ","398.44 ","398.71 "
05-26-1997,"366.00 ","366.00 ","366.00 ","366.00 ","398.23 ","398.25 "
05-27-1997,"376.00 ","363.00 ","376.00 ","363.50 ","397.96 ","397.79 "
05-28-1997,"362.75 ","357.00 ","368.00 ","367.00 ","397.74 ","397.37 "
05-29-1997,"367.50 ","358.00 ","374.50 ","358.50 ","396.96 ","396.91 "
05-30-1997,"359.00 ","358.00 ","364.00 ","360.50 ","396.37 ","396.45 "
06-02-1997,"361.00 ","356.50 ","365.00 ","360.75 ","395.86 ","395.96 "
06-03-1997,"361.50 ","360.50 ","365.00 ","362.00 ","395.31 ","395.48 "
06-04-1997,"362.50 ","352.50 ","362.50 ","353.75 ","394.47 ","394.99 "
06-05-1997,"354.00 ","351.00 ","358.00 ","356.00 ","393.56 ","394.51 "
06-06-1997,"357.50 ","357.25 ","362.00 ","359.50 ","393.02 ","394.07 "
06-09-1997,"360.25 ","356.50 ","369.00 ","367.50 ","392.43 ","393.63 "
06-10-1997,"369.50 ","362.00 ","372.00 ","363.00 ","391.81 ","393.19 "
06-11-1997,"364.00 ","361.00 ","367.00 ","364.50 ","391.33 ","392.76 "
06-12-1997,"363.25 ","352.00 ","367.00 ","353.00 ","390.89 ","392.29 "
06-13-1997,"354.00 ","348.00 ","358.00 ","352.50 ","390.50 ","391.82 "
06-16-1997,"351.00 ","342.50 ","353.00 ","342.75 ","389.75 ","391.27 "
06-17-1997,"342.50 ","342.00 ","346.00 ","343.75 ","388.99 ","390.68 "
06-18-1997,"343.75 ","338.50 ","344.50 ","338.75 ","388.05 ","390.15 "
06-19-1997,"339.00 ","336.00 ","340.00 ","337.00 ","386.93 ","389.65 "
06-20-1997,"337.00 ","332.25 ","339.00 ","334.75 ","385.56 ","389.18 "
06-23-1997,"331.50 ","328.00 ","334.00 ","329.75 ","383.70 ","388.71 "
06-24-1997,"329.50 ","328.50 ","335.50 ","332.50 ","382.04 ","388.25 "
06-25-1997,"329.50 ","329.50 ","335.00 ","331.75 ","380.54 ","387.75 "
06-26-1997,"332.00 ","331.00 ","335.00 ","333.00 ","378.69 ","387.31 "
06-27-1997,"333.50 ","325.00 ","333.50 ","325.75 ","376.46 ","386.83 "
06-30-1997,"325.75 ","319.50 ","327.00 ","323.75 ","374.15 ","386.32 "
07-01-1997,"324.00 ","322.00 ","328.00 ","322.50 ","371.76 ","385.78 "
07-02-1997,"322.50 ","321.50 ","330.00 ","324.00 ","369.60 ","385.25 "
07-03-1997,"322.00 ","320.00 ","324.50 ","320.25 ","367.57 ","384.71 "
07-04-1997,"313.00 ","313.00 ","313.00 ","313.00 ","365.37 ","384.12 "
07-07-1997,"318.75 ","313.00 ","318.75 ","313.50 ","363.39 ","383.50 "
07-08-1997,"314.00 ","313.00 ","319.50 ","316.50 ","361.50 ","382.92 "
07-09-1997,"317.50 ","317.50 ","330.00 ","325.75 ","359.56 ","382.43 "
07-10-1997,"326.00 ","321.00 ","326.00 ","321.50 ","357.71 ","381.94 "
07-11-1997,"317.50 ","315.00 ","325.50 ","322.00 ","356.02 ","381.45 "
07-14-1997,"330.00 ","327.00 ","335.00 ","329.00 ","354.50 ","380.98 "
07-15-1997,"328.50 ","325.50 ","334.00 ","332.00 ","353.26 ","380.50 "
07-16-1997,"330.00 ","325.00 ","330.00 ","325.00 ","351.86 ","379.99 "
07-17-1997,"324.00 ","323.00 ","327.00 ","325.00 ","350.36 ","379.49 "
07-18-1997,"328.00 ","327.00 ","330.00 ","328.50 ","348.83 ","379.01 "
07-21-1997,"323.50 ","323.50 ","332.50 ","332.50 ","347.62 ","378.53 "
07-22-1997,"338.00 ","338.00 ","342.00 ","342.00 ","346.70 ","378.13 "
07-23-1997,"350.00 ","349.75 ","359.00 ","356.75 ","346.18 ","377.82 "
07-24-1997,"357.00 ","353.00 ","359.00 ","358.50 ","345.69 ","377.56 "
07-25-1997,"358.00 ","353.50 ","361.00 ","358.50 ","345.12 ","377.33 "
07-28-1997,"355.50 ","355.25 ","364.00 ","357.50 ","344.43 ","377.12 "
07-29-1997,"357.50 ","355.00 ","360.50 ","358.00 ","343.96 ","376.91 "
07-30-1997,"358.00 ","352.00 ","360.00 ","356.25 ","343.44 ","376.70 "
07-31-1997,"356.00 ","353.00 ","364.00 ","362.00 ","343.14 ","376.59 "
08-01-1997,"362.00 ","358.00 ","363.50 ","361.50 ","342.87 ","376.45 "
08-04-1997,"362.00 ","353.50 ","367.00 ","354.75 ","342.64 ","376.31 "
08-05-1997,"353.75 ","348.00 ","354.00 ","353.25 ","342.44 ","376.15 "
08-06-1997,"353.25 ","353.25 ","363.00 ","362.25 ","342.35 ","376.06 "
08-07-1997,"362.25 ","358.00 ","367.00 ","363.25 ","342.44 ","376.02 "
08-08-1997,"363.25 ","362.00 ","368.00 ","367.25 ","342.57 ","375.98 "
08-11-1997,"366.75 ","362.00 ","367.25 ","363.75 ","342.63 ","375.90 "
08-12-1997,"364.00 ","360.50 ","373.00 ","361.00 ","342.62 ","375.86 "
08-13-1997,"360.00 ","355.50 ","363.25 ","361.25 ","342.76 ","375.82 "
08-14-1997,"361.25 ","355.00 ","361.25 ","355.25 ","342.75 ","375.72 "
08-15-1997,"354.75 ","351.50 ","358.00 ","354.00 ","342.64 ","375.60 "
08-18-1997,"353.50 ","353.00 ","359.50 ","357.50 ","342.44 ","375.47 "
08-19-1997,"357.75 ","357.75 ","362.00 ","360.75 ","342.39 ","375.31 "
08-20-1997,"360.50 ","360.50 ","365.00 ","363.25 ","342.37 ","375.13 "
08-21-1997,"363.50 ","363.50 ","370.00 ","369.50 ","342.70 ","374.99 "
08-22-1997,"368.25 ","368.00 ","372.50 ","368.75 ","343.02 ","374.85 "
08-25-1997,"368.50 ","361.00 ","368.50 ","365.25 ","343.48 ","374.70 "
08-26-1997,"365.00 ","363.00 ","366.75 ","364.00 ","343.88 ","374.54 "
08-27-1997,"363.50 ","362.50 ","372.00 ","371.25 ","344.53 ","374.33 "
08-28-1997,"371.50 ","368.75 ","378.00 ","376.00 ","345.31 ","374.17 "
08-29-1997,"375.25 ","374.50 ","382.00 ","378.25 ","346.18 ","374.00 "
09-01-1997,"372.00 ","372.00 ","372.00 ","372.00 ","347.02 ","373.79 "
09-02-1997,"376.00 ","372.50 ","379.75 ","377.75 ","347.93 ","373.61 "
09-03-1997,"381.00 ","373.50 ","384.00 ","374.75 ","348.79 ","373.48 "
09-04-1997,"372.00 ","370.50 ","376.00 ","371.75 ","349.56 ","373.40 "
09-05-1997,"369.50 ","369.00 ","376.00 ","372.25 ","350.50 ","373.28 "
09-08-1997,"370.00 ","363.00 ","370.00 ","365.00 ","351.32 ","373.14 "
09-09-1997,"365.00 ","363.50 ","369.50 ","368.00 ","352.23 ","373.06 "
09-10-1997,"368.50 ","365.50 ","369.50 ","366.50 ","353.08 ","373.00 "
09-11-1997,"364.00 ","362.00 ","366.50 ","364.00 ","353.95 ","372.89 "
09-12-1997,"364.00 ","357.00 ","364.00 ","358.50 ","354.87 ","372.73 "
09-15-1997,"358.50 ","352.50 ","359.00 ","356.00 ","355.71 ","372.56 "
09-16-1997,"358.50 ","356.00 ","359.00 ","358.00 ","356.55 ","372.38 "
09-17-1997,"355.00 ","354.00 ","361.00 ","361.00 ","357.25 ","372.19 "
09-18-1997,"360.00 ","353.00 ","366.00 ","354.00 ","357.90 ","371.94 "
09-19-1997,"354.00 ","353.00 ","357.00 ","353.00 ","358.52 ","371.68 "
09-22-1997,"368.00 ","362.00 ","368.50 ","364.25 ","359.23 ","371.43 "
09-23-1997,"364.00 ","363.50 ","367.50 ","367.00 ","359.93 ","371.24 "
09-24-1997,"367.00 ","362.50 ","369.50 ","365.25 ","360.73 ","371.06 "
09-25-1997,"365.75 ","363.00 ","366.50 ","365.75 ","361.55 ","370.87 "
09-26-1997,"365.75 ","357.00 ","365.75 ","357.25 ","362.12 ","370.69 "
09-29-1997,"356.00 ","354.50 ","360.00 ","359.00 ","362.65 ","370.54 "
09-30-1997,"359.00 ","354.00 ","361.00 ","354.25 ","362.89 ","370.35 "
10-01-1997,"354.50 ","350.50 ","355.75 ","350.75 ","362.77 ","370.13 "
10-02-1997,"351.00 ","348.50 ","357.00 ","354.75 ","362.70 ","369.94 "
10-03-1997,"355.00 ","354.00 ","360.00 ","357.75 ","362.69 ","369.78 "
10-06-1997,"358.00 ","353.00 ","359.50 ","355.25 ","362.64 ","369.64 "
10-07-1997,"355.00 ","354.00 ","367.50 ","365.75 ","362.80 ","369.57 "
10-08-1997,"366.00 ","361.50 ","368.00 ","362.75 ","362.93 ","369.46 "
10-09-1997,"362.75 ","362.00 ","372.00 ","368.75 ","363.06 ","369.36 "
10-10-1997,"368.75 ","364.00 ","374.00 ","365.25 ","363.13 ","369.26 "
10-13-1997,"366.00 ","364.50 ","373.50 ","371.25 ","363.46 ","369.18 "
10-14-1997,"370.50 ","365.00 ","371.00 ","366.50 ","363.73 ","369.05 "
10-15-1997,"365.00 ","363.00 ","373.00 ","369.75 ","363.88 ","368.92 "
10-16-1997,"369.75 ","365.00 ","372.50 ","365.25 ","363.92 ","368.80 "
10-17-1997,"365.00 ","362.50 ","366.00 ","363.25 ","363.84 ","368.68 "
10-20-1997,"362.50 ","362.00 ","371.00 ","370.50 ","363.98 ","368.58 "
10-21-1997,"371.00 ","369.50 ","377.00 ","376.00 ","364.27 ","368.52 "
10-22-1997,"376.00 ","371.50 ","379.50 ","374.00 ","364.53 ","368.44 "
10-23-1997,"373.00 ","366.50 ","373.50 ","366.75 ","364.76 ","368.34 "
10-24-1997,"366.50 ","366.00 ","371.50 ","369.00 ","365.06 ","368.28 "
10-27-1997,"370.00 ","360.00 ","372.75 ","361.50 ","365.14 ","368.20 "
10-28-1997,"359.00 ","355.50 ","361.50 ","361.00 ","365.14 ","368.09 "
10-29-1997,"361.25 ","358.50 ","365.00 ","358.75 ","365.06 ","367.99 "
10-30-1997,"358.00 ","355.00 ","361.50 ","359.75 ","364.86 ","367.91 "
10-31-1997,"359.50 ","358.25 ","362.50 ","360.50 ","364.69 ","367.84 "
11-03-1997,"360.50 ","358.50 ","364.50 ","363.25 ","364.65 ","367.80 "
11-04-1997,"363.00 ","359.00 ","364.50 ","359.25 ","364.56 ","367.73 "
11-05-1997,"359.00 ","355.00 ","360.00 ","355.75 ","364.25 ","367.66 "
11-06-1997,"355.50 ","352.00 ","358.50 ","358.00 ","363.89 ","367.60 "
11-07-1997,"359.00 ","355.25 ","359.50 ","358.00 ","363.49 ","367.59 "
11-10-1997,"357.00 ","347.00 ","357.00 ","350.00 ","363.05 ","367.53 "
11-11-1997,"350.00 ","349.00 ","353.50 ","349.50 ","362.48 ","367.49 "
11-12-1997,"349.75 ","344.50 ","350.50 ","344.75 ","361.88 ","367.40 "
11-13-1997,"345.00 ","341.00 ","346.50 ","341.50 ","361.27 ","367.32 "
11-14-1997,"341.25 ","339.50 ","342.50 ","340.00 ","360.63 ","367.24 "
11-17-1997,"340.00 ","339.00 ","346.75 ","345.50 ","360.24 ","367.21 "
11-18-1997,"344.50 ","343.50 ","348.00 ","345.75 ","359.80 ","367.13 "
11-19-1997,"345.50 ","340.00 ","345.75 ","340.25 ","359.27 ","367.04 "
11-20-1997,"339.50 ","339.00 ","342.00 ","339.50 ","358.78 ","366.94 "
11-21-1997,"338.50 ","338.50 ","344.00 ","343.25 ","358.48 ","366.86 "
11-24-1997,"342.50 ","339.00 ","345.00 ","340.25 ","358.16 ","366.82 "
11-25-1997,"340.50 ","334.00 ","340.50 ","335.00 ","357.70 ","366.68 "
11-26-1997,"335.00 ","334.00 ","342.00 ","339.25 ","357.26 ","366.57 "
11-27-1997,"350.50 ","350.50 ","350.50 ","350.50 ","357.19 ","366.51 "
11-28-1997,"339.50 ","338.00 ","342.00 ","341.75 ","356.97 ","366.35 "
12-01-1997,"341.75 ","341.00 ","348.00 ","344.25 ","356.57 ","366.20 "
12-02-1997,"345.00 ","340.50 ","347.00 ","341.25 ","356.06 ","366.02 "
12-03-1997,"339.75 ","338.00 ","343.00 ","338.75 ","355.52 ","365.86 "
12-04-1997,"339.00 ","338.75 ","341.00 ","340.25 ","355.01 ","365.72 "
12-05-1997,"342.00 ","339.00 ","345.50 ","344.00 ","354.75 ","365.57 "
12-08-1997,"346.00 ","345.50 ","347.50 ","346.75 ","354.50 ","365.44 "
12-09-1997,"348.00 ","344.50 ","349.50 ","344.50 ","354.31 ","365.31 "
12-10-1997,"345.50 ","342.75 ","345.50 ","344.50 ","354.19 ","365.20 "
12-11-1997,"343.50 ","337.00 ","343.50 ","337.00 ","353.83 ","365.02 "
12-12-1997,"340.00 ","330.75 ","340.00 ","330.75 ","353.29 ","364.80 "
12-15-1997,"330.00 ","327.00 ","331.50 ","329.00 ","352.76 ","364.56 "
12-16-1997,"332.00 ","330.50 ","332.50 ","331.50 ","352.08 ","364.31 "
12-17-1997,"331.50 ","331.25 ","333.00 ","332.50 ","351.48 ","364.10 "
12-18-1997,"330.00 ","320.25 ","330.00 ","320.25 ","350.50 ","363.83 "
12-19-1997,"322.00 ","320.00 ","322.50 ","321.50 ","349.63 ","363.52 "
12-22-1997,"334.00 ","332.00 ","338.00 ","333.00 ","348.87 ","363.30 "
12-23-1997,"334.00 ","332.50 ","336.50 ","335.75 ","348.25 ","363.10 "
12-24-1997,"335.00 ","334.50 ","340.25 ","337.25 ","347.60 ","362.89 "
12-25-1997,"341.00 ","341.00 ","341.00 ","341.00 ","347.12 ","362.61 "
12-26-1997,"337.50 ","336.50 ","339.50 ","337.75 ","346.61 ","362.35 "
12-29-1997,"339.00 ","333.50 ","340.50 ","333.75 ","345.87 ","362.08 "
12-30-1997,"333.75 ","327.50 ","333.75 ","327.75 ","344.90 ","361.77 "
12-31-1997,"327.75 ","325.50 ","329.50 ","325.75 ","343.94 ","361.43 "
01-01-1998,"330.00 ","330.00 ","330.00 ","330.00 ","343.20 ","361.07 "
01-02-1998,"327.00 ","325.00 ","331.50 ","330.75 ","342.44 ","360.79 "
01-05-1998,"330.75 ","327.00 ","334.00 ","331.00 ","341.83 ","360.46 "
01-06-1998,"331.00 ","324.00 ","331.50 ","324.50 ","341.10 ","360.11 "
01-07-1998,"324.75 ","322.50 ","329.50 ","329.00 ","340.50 ","359.81 "
01-08-1998,"329.50 ","320.00 ","329.50 ","320.50 ","339.72 ","359.54 "
01-09-1998,"320.50 ","319.50 ","322.50 ","321.00 ","338.93 ","359.29 "
01-12-1998,"321.00 ","319.25 ","324.00 ","321.75 ","338.10 ","359.00 "
01-13-1998,"321.75 ","321.75 ","341.75 ","334.00 ","337.60 ","358.75 "
01-14-1998,"334.00 ","328.00 ","337.50 ","329.50 ","337.07 ","358.48 "
01-15-1998,"329.25 ","325.00 ","334.50 ","333.75 ","336.58 ","358.18 "
01-16-1998,"333.75 ","332.00 ","337.50 ","334.25 ","336.11 ","357.83 "
01-19-1998,"339.00 ","339.00 ","339.00 ","339.00 ","335.89 ","357.42 "
01-20-1998,"335.50 ","329.50 ","336.00 ","332.00 ","335.54 ","357.00 "
01-21-1998,"331.00 ","329.25 ","333.00 ","330.00 ","335.25 ","356.61 "
01-22-1998,"330.00 ","328.00 ","332.00 ","331.00 ","335.04 ","356.14 "
01-23-1998,"331.25 ","331.00 ","337.50 ","334.25 ","334.92 ","355.63 "
01-26-1998,"334.50 ","333.50 ","343.00 ","341.75 ","334.85 ","355.14 "
01-27-1998,"341.50 ","339.50 ","348.00 ","341.25 ","334.75 ","354.64 "
01-28-1998,"340.25 ","339.50 ","344.00 ","341.25 ","334.77 ","354.18 "
01-29-1998,"340.75 ","338.25 ","342.50 ","338.75 ","334.76 ","353.77 "
01-30-1998,"338.75 ","336.00 ","340.00 ","337.25 ","334.64 ","353.34 "
02-02-1998,"337.75 ","335.00 ","344.00 ","343.50 ","334.70 ","352.99 "
02-03-1998,"344.00 ","341.00 ","347.00 ","344.25 ","334.89 ","352.66 "
02-04-1998,"344.00 ","341.00 ","345.50 ","341.75 ","334.94 ","352.25 "
02-05-1998,"341.50 ","338.50 ","343.25 ","338.75 ","334.70 ","351.88 "
02-06-1998,"338.00 ","333.00 ","338.50 ","334.00 ","334.55 ","351.52 "
02-09-1998,"334.00 ","333.50 ","338.50 ","337.25 ","334.41 ","351.18 "
02-10-1998,"337.50 ","336.00 ","339.25 ","338.00 ","334.35 ","350.90 "
02-11-1998,"338.50 ","330.00 ","338.50 ","332.50 ","334.22 ","350.58 "
02-12-1998,"332.50 ","330.00 ","334.50 ","333.50 ","334.08 ","350.25 "
02-13-1998,"333.00 ","329.00 ","333.00 ","329.50 ","333.80 ","349.87 "
02-16-1998,"329.00 ","329.00 ","329.00 ","329.00 ","333.44 ","349.55 "
02-17-1998,"328.00 ","321.00 ","328.50 ","322.25 ","333.00 ","349.23 "
02-18-1998,"322.00 ","321.00 ","324.00 ","322.00 ","332.55 ","348.92 "
02-19-1998,"323.00 ","316.00 ","325.00 ","322.50 ","332.25 ","348.62 "
