" Date","W1 Open","W1 Low","W1 High","W1 Close","W1 SMA (50D)","W1 SMA (200D)"
06-30-1982,"339.25 ","338.50 ","344.00 ","340.00 ","350.01 ","382.07 "
07-01-1982,"341.25 ","341.00 ","351.00 ","349.25 ","349.53 ","381.81 "
07-02-1982,"349.50 ","348.75 ","352.00 ","350.00 ","349.00 ","381.53 "
07-05-1982,"341.00 ","341.00 ","341.00 ","341.00 ","348.35 ","381.07 "
07-06-1982,"350.50 ","339.50 ","350.50 ","339.50 ","347.76 ","380.63 "
07-07-1982,"337.50 ","329.50 ","339.00 ","329.75 ","347.05 ","380.14 "
07-08-1982,"331.50 ","331.50 ","334.75 ","331.75 ","346.36 ","379.68 "
07-09-1982,"337.00 ","329.50 ","337.00 ","330.25 ","345.82 ","379.20 "
07-12-1982,"332.00 ","329.00 ","335.00 ","329.50 ","345.31 ","378.71 "
07-13-1982,"330.00 ","329.50 ","334.50 ","332.25 ","344.79 ","378.25 "
07-14-1982,"333.50 ","333.25 ","338.25 ","337.00 ","344.46 ","377.82 "
07-15-1982,"339.50 ","336.75 ","340.00 ","338.25 ","344.25 ","377.38 "
07-16-1982,"338.75 ","337.50 ","342.50 ","342.00 ","344.24 ","376.95 "
07-19-1982,"342.50 ","338.00 ","345.25 ","338.75 ","344.08 ","376.50 "
07-20-1982,"338.75 ","337.50 ","340.50 ","339.75 ","343.94 ","376.05 "
07-21-1982,"342.50 ","342.50 ","344.25 ","344.25 ","343.95 ","375.63 "
07-22-1982,"351.25 ","347.25 ","352.25 ","350.25 ","344.06 ","375.24 "
07-23-1982,"352.25 ","347.75 ","352.50 ","351.25 ","344.10 ","374.81 "
07-26-1982,"348.00 ","346.50 ","352.00 ","351.50 ","344.13 ","374.36 "
07-27-1982,"351.00 ","350.50 ","355.50 ","353.25 ","344.15 ","373.94 "
07-28-1982,"352.25 ","345.00 ","352.75 ","345.25 ","343.98 ","373.50 "
07-29-1982,"345.50 ","339.50 ","348.00 ","344.25 ","343.55 ","373.06 "
07-30-1982,"346.75 ","342.25 ","347.00 ","342.75 ","343.20 ","372.62 "
08-02-1982,"344.63 ","344.25 ","347.25 ","346.25 ","342.93 ","372.22 "
08-03-1982,"346.25 ","345.50 ","348.75 ","346.25 ","342.75 ","371.79 "
08-04-1982,"345.25 ","344.50 ","350.50 ","349.00 ","342.56 ","371.39 "
08-05-1982,"346.75 ","345.00 ","348.50 ","347.00 ","342.41 ","370.94 "
08-06-1982,"345.75 ","343.00 ","346.25 ","343.50 ","342.25 ","370.47 "
08-09-1982,"339.00 ","337.00 ","341.00 ","339.00 ","342.68 ","369.97 "
08-10-1982,"338.63 ","332.00 ","339.25 ","335.75 ","342.44 ","369.47 "
08-11-1982,"335.25 ","334.25 ","338.50 ","337.25 ","342.24 ","368.98 "
08-12-1982,"329.75 ","327.75 ","339.00 ","337.50 ","342.06 ","368.47 "
08-13-1982,"339.50 ","337.50 ","342.00 ","340.50 ","342.04 ","367.96 "
08-16-1982,"343.50 ","333.00 ","344.50 ","333.75 ","341.75 ","367.44 "
08-17-1982,"333.50 ","332.25 ","338.50 ","338.25 ","341.63 ","366.95 "
08-18-1982,"344.50 ","343.00 ","348.50 ","345.00 ","341.65 ","366.49 "
08-19-1982,"343.75 ","343.00 ","346.75 ","343.25 ","341.65 ","366.01 "
08-20-1982,"346.00 ","340.00 ","348.00 ","340.50 ","341.45 ","365.54 "
08-23-1982,"340.75 ","340.50 ","346.00 ","343.25 ","341.38 ","365.10 "
08-24-1982,"344.75 ","342.25 ","345.75 ","344.25 ","341.33 ","364.67 "
08-25-1982,"343.63 ","343.00 ","350.00 ","349.75 ","341.50 ","364.24 "
08-26-1982,"351.50 ","345.00 ","352.00 ","346.25 ","341.67 ","363.80 "
08-27-1982,"344.25 ","343.00 ","345.25 ","344.00 ","341.85 ","363.34 "
08-30-1982,"343.50 ","337.00 ","343.50 ","338.75 ","341.85 ","362.88 "
08-31-1982,"338.25 ","333.00 ","338.50 ","334.00 ","341.69 ","362.43 "
09-01-1982,"333.75 ","333.50 ","340.00 ","338.50 ","341.67 ","362.02 "
09-02-1982,"341.50 ","339.75 ","342.75 ","340.50 ","341.63 ","361.63 "
09-03-1982,"343.00 ","336.00 ","343.50 ","336.00 ","341.45 ","361.25 "
09-06-1982,"310.00 ","310.00 ","310.00 ","310.00 ","340.82 ","360.75 "
09-07-1982,"333.38 ","328.00 ","334.00 ","329.75 ","340.59 ","360.35 "
09-08-1982,"329.25 ","328.50 ","332.50 ","330.00 ","340.39 ","359.91 "
09-09-1982,"330.00 ","329.50 ","332.25 ","331.00 ","340.02 ","359.48 "
09-10-1982,"330.50 ","325.50 ","331.25 ","325.50 ","339.54 ","359.03 "
09-13-1982,"328.50 ","327.00 ","330.00 ","329.25 ","339.30 ","358.59 "
09-14-1982,"330.00 ","328.00 ","332.50 ","329.00 ","339.09 ","358.14 "
09-15-1982,"330.50 ","325.00 ","330.50 ","325.75 ","339.01 ","357.69 "
09-16-1982,"324.25 ","319.50 ","324.25 ","323.00 ","338.83 ","357.30 "
09-17-1982,"321.00 ","315.00 ","321.50 ","315.00 ","338.53 ","356.92 "
09-20-1982,"313.00 ","308.25 ","317.00 ","313.50 ","338.21 ","356.52 "
09-21-1982,"315.25 ","311.50 ","316.00 ","314.50 ","337.86 ","356.13 "
09-22-1982,"333.75 ","330.00 ","334.00 ","331.75 ","337.75 ","355.82 "
09-23-1982,"329.00 ","327.50 ","337.50 ","335.50 ","337.69 ","355.59 "
09-24-1982,"333.50 ","333.00 ","341.00 ","339.75 ","337.65 ","355.42 "
09-27-1982,"339.25 ","334.00 ","341.75 ","334.75 ","337.57 ","355.21 "
09-28-1982,"335.25 ","327.50 ","336.50 ","328.25 ","337.34 ","354.95 "
09-29-1982,"325.75 ","316.75 ","326.00 ","321.25 ","336.88 ","354.69 "
09-30-1982,"321.75 ","319.00 ","324.50 ","319.75 ","336.27 ","354.47 "
10-01-1982,"318.25 ","315.75 ","319.50 ","316.75 ","335.58 ","354.13 "
10-04-1982,"313.75 ","313.00 ","319.00 ","316.50 ","334.88 ","353.83 "
10-05-1982,"318.25 ","316.25 ","319.50 ","318.25 ","334.18 ","353.53 "
10-06-1982,"319.75 ","317.25 ","321.75 ","317.75 ","333.63 ","353.15 "
10-07-1982,"320.75 ","319.50 ","324.25 ","322.50 ","333.19 ","352.81 "
10-08-1982,"322.25 ","316.00 ","322.50 ","317.50 ","332.69 ","352.44 "
10-11-1982,"320.50 ","316.75 ","323.50 ","321.50 ","332.19 ","352.09 "
10-12-1982,"319.50 ","318.50 ","321.50 ","319.25 ","331.65 ","351.74 "
10-13-1982,"317.00 ","311.50 ","318.50 ","317.50 ","331.02 ","351.37 "
10-14-1982,"316.63 ","307.50 ","318.00 ","308.00 ","330.25 ","350.90 "
10-15-1982,"309.75 ","306.50 ","314.00 ","308.00 ","329.54 ","350.44 "
10-18-1982,"308.50 ","303.00 ","310.50 ","303.25 ","328.82 ","349.95 "
10-19-1982,"306.00 ","302.50 ","307.00 ","303.00 ","328.17 ","349.49 "
10-20-1982,"303.75 ","303.50 ","308.00 ","307.75 ","327.57 ","349.08 "
10-21-1982,"308.13 ","299.25 ","309.00 ","301.75 ","326.86 ","348.65 "
10-22-1982,"300.38 ","300.00 ","305.00 ","304.75 ","326.14 ","348.22 "
10-25-1982,"302.00 ","301.50 ","305.50 ","303.75 ","325.55 ","347.77 "
10-26-1982,"304.38 ","303.50 ","310.00 ","309.50 ","324.97 ","347.36 "
10-27-1982,"309.75 ","306.50 ","311.00 ","310.25 ","324.27 ","347.00 "
10-28-1982,"311.25 ","311.00 ","316.00 ","313.75 ","323.69 ","346.64 "
10-29-1982,"312.75 ","312.25 ","318.50 ","317.50 ","323.23 ","346.32 "
11-01-1982,"319.00 ","318.25 ","327.00 ","326.50 ","322.89 ","346.06 "
11-02-1982,"316.00 ","316.00 ","316.00 ","316.00 ","322.32 ","345.77 "
11-03-1982,"329.25 ","327.00 ","332.50 ","329.25 ","321.92 ","345.55 "
11-04-1982,"327.00 ","325.50 ","330.75 ","330.50 ","321.60 ","345.31 "
11-05-1982,"329.50 ","327.25 ","335.00 ","334.75 ","321.42 ","345.11 "
11-08-1982,"331.00 ","329.00 ","337.50 ","332.25 ","321.29 ","344.88 "
11-09-1982,"332.50 ","328.00 ","334.00 ","330.25 ","321.21 ","344.63 "
11-10-1982,"332.25 ","328.50 ","333.50 ","331.25 ","321.06 ","344.38 "
11-11-1982,"328.50 ","328.00 ","335.00 ","330.00 ","320.86 ","344.14 "
11-12-1982,"329.50 ","329.00 ","335.50 ","333.25 ","320.80 ","343.95 "
11-15-1982,"334.00 ","330.75 ","337.25 ","337.00 ","321.34 ","343.78 "
11-16-1982,"336.88 ","334.25 ","339.50 ","335.50 ","321.45 ","343.62 "
11-17-1982,"338.13 ","330.00 ","338.25 ","330.50 ","321.46 ","343.45 "
11-18-1982,"331.00 ","328.75 ","332.50 ","331.25 ","321.47 ","343.26 "
11-19-1982,"332.75 ","331.00 ","335.50 ","334.75 ","321.65 ","343.09 "
11-22-1982,"336.00 ","336.00 ","341.75 ","340.75 ","321.88 ","342.96 "
11-23-1982,"339.25 ","337.50 ","344.75 ","344.00 ","322.19 ","342.87 "
11-24-1982,"345.25 ","344.00 ","347.25 ","344.75 ","322.56 ","342.77 "
11-25-1982,"351.50 ","351.50 ","351.50 ","351.50 ","323.13 ","342.72 "
11-26-1982,"343.13 ","336.50 ","343.25 ","336.75 ","323.57 ","342.61 "
11-29-1982,"336.75 ","328.75 ","337.00 ","329.25 ","323.88 ","342.48 "
11-30-1982,"329.25 ","326.00 ","331.25 ","327.75 ","324.15 ","342.37 "
12-01-1982,"328.00 ","326.75 ","330.50 ","328.75 ","324.09 ","342.27 "
12-02-1982,"328.00 ","323.00 ","331.00 ","323.25 ","323.85 ","342.14 "
12-03-1982,"322.00 ","320.50 ","324.00 ","321.75 ","323.49 ","341.97 "
12-06-1982,"322.13 ","320.25 ","323.50 ","323.25 ","323.25 ","341.77 "
12-07-1982,"324.00 ","322.00 ","325.25 ","324.75 ","323.19 ","341.57 "
12-08-1982,"320.00 ","320.00 ","325.00 ","322.75 ","323.21 ","341.39 "
12-09-1982,"322.00 ","318.50 ","324.00 ","323.00 ","323.28 ","341.21 "
12-10-1982,"321.50 ","315.50 ","321.50 ","316.00 ","323.26 ","341.01 "
12-13-1982,"315.75 ","315.75 ","319.00 ","317.25 ","323.28 ","340.84 "
12-14-1982,"320.25 ","313.00 ","320.50 ","314.00 ","323.19 ","340.65 "
12-15-1982,"314.50 ","309.00 ","314.50 ","311.00 ","323.06 ","340.46 "
12-16-1982,"311.50 ","311.00 ","313.50 ","311.00 ","322.83 ","340.27 "
12-17-1982,"312.50 ","312.00 ","315.75 ","315.75 ","322.80 ","340.16 "
12-20-1982,"317.88 ","317.75 ","320.50 ","318.75 ","322.74 ","340.04 "
12-21-1982,"336.25 ","335.50 ","338.00 ","337.25 ","323.10 ","340.00 "
12-22-1982,"336.25 ","332.50 ","336.50 ","333.75 ","323.43 ","339.92 "
12-23-1982,"335.00 ","334.50 ","337.75 ","336.50 ","324.00 ","339.85 "
12-24-1982,"323.00 ","323.00 ","323.00 ","323.00 ","324.30 ","339.68 "
12-27-1982,"336.00 ","334.25 ","338.50 ","336.75 ","324.96 ","339.56 "
12-28-1982,"336.25 ","332.50 ","337.25 ","335.25 ","325.61 ","339.37 "
12-29-1982,"335.63 ","333.25 ","336.00 ","333.50 ","326.13 ","339.19 "
12-30-1982,"333.25 ","329.75 ","334.00 ","330.75 ","326.70 ","339.01 "
12-31-1982,"322.00 ","322.00 ","322.00 ","322.00 ","327.05 ","338.81 "
01-03-1983,"329.75 ","324.00 ","330.25 ","324.25 ","327.46 ","338.61 "
01-04-1983,"323.75 ","322.50 ","326.00 ","325.00 ","327.77 ","338.39 "
01-05-1983,"325.25 ","324.50 ","329.50 ","329.00 ","328.14 ","338.19 "
01-06-1983,"327.75 ","327.50 ","332.00 ","330.75 ","328.49 ","338.02 "
01-07-1983,"332.25 ","331.00 ","333.50 ","331.75 ","328.77 ","337.84 "
01-10-1983,"332.63 ","332.50 ","338.00 ","334.50 ","328.93 ","337.66 "
01-11-1983,"335.25 ","331.50 ","336.50 ","335.50 ","329.32 ","337.48 "
01-12-1983,"335.25 ","330.00 ","342.00 ","341.25 ","329.56 ","337.36 "
01-13-1983,"340.75 ","340.00 ","346.00 ","345.75 ","329.87 ","337.26 "
01-14-1983,"342.00 ","341.00 ","347.25 ","346.50 ","330.10 ","337.17 "
01-17-1983,"348.00 ","340.75 ","348.50 ","342.25 ","330.30 ","337.06 "
01-18-1983,"341.75 ","340.00 ","345.00 ","344.25 ","330.58 ","336.94 "
01-19-1983,"341.25 ","334.00 ","342.00 ","335.00 ","330.65 ","336.75 "
01-20-1983,"334.75 ","333.00 ","337.50 ","333.25 ","330.72 ","336.53 "
01-21-1983,"330.75 ","330.00 ","334.50 ","333.25 ","330.72 ","336.31 "
01-24-1983,"328.75 ","327.75 ","334.50 ","334.50 ","330.67 ","336.09 "
01-25-1983,"334.63 ","329.00 ","335.75 ","331.75 ","330.60 ","335.85 "
01-26-1983,"330.00 ","329.50 ","337.25 ","334.50 ","330.68 ","335.63 "
01-27-1983,"336.25 ","333.25 ","336.50 ","334.75 ","330.75 ","335.44 "
01-28-1983,"334.13 ","331.50 ","335.50 ","335.25 ","330.75 ","335.24 "
01-31-1983,"334.88 ","334.50 ","344.00 ","343.50 ","330.81 ","335.09 "
02-01-1983,"344.25 ","341.25 ","347.00 ","345.25 ","330.83 ","334.97 "
02-02-1983,"343.50 ","341.75 ","345.75 ","345.25 ","330.85 ","334.87 "
02-03-1983,"344.75 ","343.25 ","351.00 ","346.75 ","330.75 ","334.77 "
02-04-1983,"346.88 ","344.00 ","347.25 ","344.50 ","330.90 ","334.71 "
02-07-1983,"343.75 ","341.00 ","345.00 ","341.25 ","331.14 ","334.64 "
02-08-1983,"340.75 ","338.75 ","341.50 ","339.75 ","331.38 ","334.54 "
02-09-1983,"338.88 ","335.75 ","340.50 ","339.00 ","331.59 ","334.47 "
02-10-1983,"341.50 ","341.00 ","346.50 ","344.00 ","332.00 ","334.45 "
02-11-1983,"344.50 ","341.25 ","345.25 ","342.75 ","332.43 ","334.45 "
02-14-1983,"342.25 ","342.00 ","351.00 ","350.75 ","332.98 ","334.47 "
02-15-1983,"349.00 ","346.00 ","352.50 ","346.25 ","333.40 ","334.47 "
02-16-1983,"347.38 ","344.00 ","348.00 ","344.75 ","333.85 ","334.47 "
02-17-1983,"343.88 ","341.75 ","346.50 ","344.75 ","334.28 ","334.47 "
02-18-1983,"346.75 ","342.50 ","347.00 ","343.50 ","334.83 ","334.44 "
02-21-1983,"338.00 ","338.00 ","338.00 ","338.00 ","335.25 ","334.38 "
02-22-1983,"332.00 ","331.50 ","340.50 ","332.00 ","335.61 ","334.28 "
02-23-1983,"330.00 ","329.50 ","335.00 ","331.75 ","336.02 ","334.17 "
02-24-1983,"333.00 ","327.00 ","335.00 ","327.50 ","336.35 ","333.98 "
02-25-1983,"328.13 ","322.25 ","329.00 ","323.00 ","336.50 ","333.80 "
02-28-1983,"316.75 ","305.00 ","318.50 ","306.25 ","336.25 ","333.53 "
03-01-1983,"311.50 ","311.00 ","314.25 ","311.75 ","335.74 ","333.31 "
03-02-1983,"314.50 ","311.50 ","315.50 ","312.50 ","335.31 ","333.08 "
03-03-1983,"313.00 ","312.25 ","315.25 ","314.00 ","334.86 ","332.88 "
03-04-1983,"311.50 ","310.50 ","317.25 ","317.25 ","334.75 ","332.71 "
03-07-1983,"317.50 ","314.50 ","317.50 ","315.50 ","334.32 ","332.70 "
03-08-1983,"314.50 ","312.00 ","314.50 ","312.00 ","333.86 ","332.52 "
03-09-1983,"313.00 ","312.75 ","317.00 ","317.00 ","333.52 ","332.37 "
03-10-1983,"320.00 ","316.75 ","320.25 ","317.00 ","333.25 ","332.22 "
03-11-1983,"315.75 ","315.00 ","317.50 ","316.25 ","333.13 ","332.09 "
03-14-1983,"317.00 ","317.00 ","320.75 ","319.50 ","333.04 ","331.95 "
03-15-1983,"320.00 ","319.00 ","323.00 ","320.75 ","332.95 ","331.83 "
03-16-1983,"318.50 ","318.50 ","326.00 ","325.75 ","332.89 ","331.74 "
03-17-1983,"328.50 ","328.00 ","333.00 ","333.00 ","332.94 ","331.69 "
03-18-1983,"332.75 ","332.50 ","340.50 ","340.50 ","333.11 ","331.64 "
03-21-1983,"343.00 ","343.00 ","346.50 ","346.00 ","333.34 ","331.64 "
03-22-1983,"396.00 ","396.00 ","396.00 ","396.00 ","334.55 ","331.88 "
03-23-1983,"369.50 ","363.00 ","370.50 ","366.50 ","335.06 ","332.01 "
03-24-1983,"364.50 ","360.00 ","368.25 ","367.00 ","335.48 ","332.15 "
03-25-1983,"364.75 ","360.00 ","366.00 ","360.25 ","335.75 ","332.28 "
03-28-1983,"358.00 ","357.00 ","361.25 ","357.75 ","336.06 ","332.37 "
03-29-1983,"359.63 ","356.00 ","361.50 ","359.00 ","336.36 ","332.46 "
03-30-1983,"359.38 ","353.50 ","359.50 ","357.75 ","336.81 ","332.55 "
03-31-1983,"358.25 ","357.00 ","364.50 ","360.25 ","337.36 ","332.64 "
04-01-1983,"358.00 ","358.00 ","358.00 ","358.00 ","337.85 ","332.70 "
04-04-1983,"361.63 ","361.50 ","364.75 ","362.25 ","338.40 ","332.81 "
04-05-1983,"362.25 ","359.00 ","364.00 ","362.25 ","339.01 ","332.91 "
04-06-1983,"361.25 ","357.25 ","363.00 ","359.00 ","339.50 ","333.01 "
04-07-1983,"358.00 ","357.75 ","364.50 ","364.00 ","340.09 ","333.08 "
04-08-1983,"364.63 ","362.00 ","365.50 ","363.75 ","340.66 ","333.15 "
04-11-1983,"365.75 ","353.25 ","366.25 ","353.75 ","340.87 ","333.21 "
04-12-1983,"354.50 ","350.50 ","355.50 ","351.00 ","340.98 ","333.27 "
04-13-1983,"349.00 ","346.25 ","352.25 ","349.75 ","341.07 ","333.37 "
04-14-1983,"350.75 ","348.50 ","352.25 ","350.25 ","341.14 ","333.46 "
04-15-1983,"350.25 ","348.00 ","353.50 ","349.00 ","341.23 ","333.56 "
04-18-1983,"348.50 ","344.00 ","350.00 ","345.25 ","341.31 ","333.64 "
04-19-1983,"343.00 ","340.00 ","347.50 ","341.00 ","341.33 ","333.68 "
04-20-1983,"340.50 ","338.25 ","341.50 ","340.50 ","341.37 ","333.70 "
04-21-1983,"340.25 ","340.00 ","346.00 ","342.75 ","341.34 ","333.72 "
04-22-1983,"347.25 ","347.00 ","352.25 ","349.00 ","341.46 ","333.76 "
04-25-1983,"349.75 ","347.00 ","350.00 ","347.25 ","341.39 ","333.80 "
04-26-1983,"346.00 ","344.25 ","349.50 ","349.50 ","341.46 ","333.85 "
04-27-1983,"351.50 ","348.50 ","353.50 ","350.75 ","341.58 ","333.88 "
04-28-1983,"349.50 ","347.25 ","350.00 ","349.00 ","341.67 ","333.87 "
04-29-1983,"349.75 ","349.25 ","351.50 ","351.25 ","341.82 ","333.87 "
05-02-1983,"352.63 ","352.50 ","354.50 ","354.00 ","342.14 ","333.89 "
05-03-1983,"354.50 ","352.75 ","358.00 ","356.00 ","342.62 ","333.90 "
05-04-1983,"355.50 ","355.00 ","358.50 ","358.50 ","343.15 ","333.97 "
05-05-1983,"360.25 ","352.00 ","360.50 ","354.00 ","343.69 ","334.01 "
05-06-1983,"354.50 ","354.00 ","356.00 ","354.50 ","344.31 ","334.07 "
05-09-1983,"353.75 ","353.50 ","356.00 ","354.50 ","345.28 ","334.12 "
05-10-1983,"353.50 ","350.50 ","354.25 ","353.50 ","346.12 ","334.15 "
05-11-1983,"348.25 ","343.25 ","349.75 ","344.00 ","346.75 ","334.13 "
05-12-1983,"343.50 ","341.75 ","346.25 ","343.50 ","347.33 ","334.11 "
05-13-1983,"346.25 ","345.50 ","347.00 ","347.00 ","347.93 ","334.13 "
05-16-1983,"346.00 ","344.00 ","346.00 ","344.25 ","348.50 ","334.15 "
05-17-1983,"345.75 ","345.75 ","348.00 ","347.00 ","349.20 ","334.21 "
05-18-1983,"348.00 ","346.50 ","348.50 ","348.25 ","349.83 ","334.26 "
05-19-1983,"349.00 ","346.50 ","349.00 ","346.75 ","350.43 ","334.31 "
05-20-1983,"353.25 ","351.00 ","355.00 ","354.50 ","351.19 ","334.38 "
05-23-1983,"353.75 ","352.50 ","354.75 ","354.25 ","351.88 ","334.48 "
05-24-1983,"357.00 ","354.50 ","359.00 ","358.00 ","352.63 ","334.58 "
05-25-1983,"357.38 ","355.25 ","358.00 ","355.50 ","353.23 ","334.63 "
05-26-1983,"354.75 ","350.00 ","355.75 ","350.25 ","353.57 ","334.67 "
05-27-1983,"349.63 ","347.00 ","350.25 ","347.25 ","353.70 ","334.70 "
05-30-1983,"344.00 ","344.00 ","344.00 ","344.00 ","353.67 ","334.71 "
05-31-1983,"345.75 ","343.00 ","347.00 ","343.25 ","352.61 ","334.70 "
06-01-1983,"343.38 ","343.25 ","345.75 ","343.75 ","352.15 ","334.67 "
06-02-1983,"344.75 ","344.50 ","348.00 ","347.50 ","351.76 ","334.68 "
06-03-1983,"346.88 ","345.75 ","348.00 ","346.00 ","351.48 ","334.69 "
06-06-1983,"345.38 ","345.25 ","349.50 ","348.50 ","351.30 ","334.74 "
06-07-1983,"347.25 ","347.00 ","350.00 ","347.00 ","351.06 ","334.80 "
06-08-1983,"344.00 ","341.50 ","345.00 ","344.25 ","350.79 ","334.83 "
06-09-1983,"345.75 ","342.25 ","346.00 ","344.75 ","350.48 ","334.85 "
06-10-1983,"343.75 ","342.25 ","344.25 ","342.75 ","350.17 ","334.88 "
06-13-1983,"343.25 ","341.00 ","343.50 ","343.50 ","349.80 ","335.05 "
06-14-1983,"342.75 ","342.50 ","347.50 ","345.00 ","349.45 ","335.13 "
06-15-1983,"344.75 ","344.00 ","346.75 ","345.25 ","349.18 ","335.20 "
06-16-1983,"346.75 ","346.25 ","352.00 ","351.75 ","348.93 ","335.31 "
06-17-1983,"351.50 ","348.50 ","352.00 ","349.00 ","348.63 ","335.43 "
06-20-1983,"348.38 ","348.25 ","351.00 ","349.50 ","348.55 ","335.53 "
06-21-1983,"350.13 ","350.00 ","356.75 ","356.25 ","348.65 ","335.66 "
06-22-1983,"357.75 ","352.75 ","358.00 ","354.75 ","348.75 ","335.81 "
06-23-1983,"355.13 ","349.00 ","355.25 ","349.50 ","348.74 ","335.94 "
06-24-1983,"349.13 ","347.00 ","349.50 ","347.25 ","348.70 ","336.10 "
06-27-1983,"345.75 ","343.00 ","346.00 ","343.75 ","348.68 ","336.25 "
06-28-1983,"343.50 ","342.00 ","345.00 ","344.75 ","348.75 ","336.40 "
06-29-1983,"344.00 ","342.25 ","346.25 ","342.75 ","348.80 ","336.46 "
06-30-1983,"346.25 ","344.00 ","349.50 ","344.00 ","348.82 ","336.50 "
07-01-1983,"343.00 ","336.50 ","344.25 ","339.50 ","348.63 ","336.50 "
07-04-1983,"333.50 ","333.50 ","333.50 ","333.50 ","348.36 ","336.50 "
07-05-1983,"338.00 ","335.25 ","338.00 ","335.25 ","348.07 ","336.53 "
07-06-1983,"337.00 ","336.50 ","341.25 ","340.00 ","347.86 ","336.62 "
